snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments
SNYK-JAVA-ORGAPACHEJSPWIKI-174839,Cross-site Scripting (XSS),Maven,org.apache.jspwiki:jspwiki-main,2.11.0-M4,https://github.com/apache/jspwiki,not found through script,https://github.com/apache/jspwiki/blob/master/ChangeLog.md ; https://github.com/apache/jspwiki/blob/master/jspwiki-it-tests/jspwiki-selenide-tests/src/test/resources/test-repo/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/dev/OldChangeLog ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/2.8AuthChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/APIChangesFrom2.4.html ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/ApprovalRequiredForPageChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/FullRecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/News.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/en/src/main/resources/ApprovalReq,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJSPWIKI-174839,Y,,changelog,,,,,,,,
SNYK-JAVA-ORGAPACHENIFI-1015373,Information Exposure,Maven,org.apache.nifi:nifi-security-utils,1.12.0,https://github.com/apache/nifi,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHENIFI-1015373,Y,https://jspwiki-wiki.apache.org/Wiki.jsp?page=NewIn2.11,homepage announcement,,,,,,,,
SNYK-JAVA-ORGAPACHETIKA-466520,XML External Entity (XXE) Injection,Maven,org.apache.tika:tika-core,1.19,https://github.com/apache/tika,not found through script,https://github.com/apache/tika/blob/master/CHANGES.txt ; https://github.com/apache/tika/blob/master/tika-parsers/tika-parsers-classic/tika-parsers-classic-package/src/test/resources/test-documents/testMessageNews.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETIKA-466520,Y,,changelog,Y,summary of fix,Fix referenced,Y,N,,,
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,7.0.9,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,7.1.4,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,8.0.4,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,N,,,,,,,,,,
SNYK-JAVA-ORGAPEREOCAS-468869,Insecure Randomness,Maven,org.apereo.cas:cas-server-support-oidc,6.1.0-RC5,https://github.com/apereo/cas.git,https://github.com/apereo/cas/releases/tag/v6.1.0-RC5,https://github.com/apereo/cas/blob/masterport/cas-server-support-thymeleaf/src/main/resources/templates/casMustChangePassView.html ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/developer/Release-Process.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/installation/Configuring-SAML2-Attribute-Release.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Caching.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Consent.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Policies.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-PrincipalId.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Value-Release-Policies.md ;,https://snyk.io/vuln/SNYK-JAVA-ORGAPEREOCAS-468869,Y,github release note; changelog; https://github.com/apereo/apereo.github.io/blob/3da066ac932e96db3bf87877a0f10a3088f52bd0/_posts/cas/2019-09-02-610rc5-release.md,changelog,N,,,Y,Y,breaking change notice; required action,breaking change; required action,
SNYK-JAVA-ORGCODEHAUSMOJO-540747,Arbitrary Code Execution,Maven,org.codehaus.mojo:exec-maven-plugin,1.2,https://github.com/mojohaus/exec-maven-plugin,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGCODEHAUSMOJO-540747,N,,,,,,,,,,
SNYK-JAVA-ORGCODEHAUSPLEXUS-461102,XML External Entity (XXE) Injection,Maven,org.codehaus.plexus:plexus-utils,3.0.24,https://github.com/codehaus-plexus/plexus-utils,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGCODEHAUSPLEXUS-461102,N,,,,,,,,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.2.25.v20180606,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,Y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,N,,,Y,N,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.3.24.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,Y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,N,,,Y,N,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.4.11.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,Y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,N,,,Y,N,,,
SNYK-JAVA-ORGGITHUBEVENJN-538607,Regular Expression Denial of Service (ReDoS),Maven,org.github.evenjn:diff,3.5.0,https://github.com/evenjn/diff,not found through script,wrong repository fixed it,https://snyk.io/vuln/SNYK-JAVA-ORGGITHUBEVENJN-538607,Y,https://github.com/kpdecker/jsdiff/blob/master/release-notes.md,changelog,Y,commit log,Fix referenced,Y,N,,,
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.263.2,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.263.2,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Y,,homepage announcement,Y,security mention adviosry link,Security notice; Advisory reference,Y,N,,,
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.275,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.275,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Y,github release note; homepage,homepage announcement,Y,security mention adviosry link,Security notice; Advisory reference,Y,N,,,
SNYK-JAVA-ORGJENKINSCIMAIN-32252,Information Exposure,Maven,org.jenkins-ci.main:jenkins-core,1.651,https://github.com/jenkinsci/jenkins,not found through script,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-32252,N,,,,,,,,,,
SNYK-JAVA-ORGJENKINSCIMAIN-32252,Information Exposure,Maven,org.jenkins-ci.main:jenkins-core,2.3,https://github.com/jenkinsci/jenkins,not found through script,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-32252,N,,,,,,,,,,
SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,Information Exposure,Maven,org.jenkins-ci.plugins:mercurial,2.3,https://github.com/jenkinsci/mercurial-plugin,not found through script,https://github.com/jenkinsci/mercurial-plugin/blob/master/CHANGELOG.md ; https://github.com/jenkinsci/mercurial-plugin/blob/master/src/main/resources/hudson/plugins/mercurial/MercurialSCM/help-disableChangeLog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,Y,,changleog,Y,security mention; advisory link,Security notice; Advisory reference,N,N,,,
SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,Remote Code Execution,Maven,org.jenkins-ci.plugins:azure-acs,1.0.2,https://github.com/jenkinsci/azure-acs-plugin,not found through script,https://github.com/jenkinsci/azure-acs-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,Y,,changleog,Y,vuln type,Vulnerability description,N,N,,,
SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,Cross-site Request Forgery (CSRF),Maven,org.jenkins-ci.plugins:database,1.7,https://github.com/jenkinsci/database-plugin,https://github.com/jenkinsci/database-plugin/releases/tag/database-1.7,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,Y,,github release note,Y,security notice,security notice,N,N,,,
SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,Sandbox Bypass,Maven,org.jenkins-ci.plugins.workflow:workflow-cps,2.64,https://github.com/jenkinsci/workflow-cps-plugin,not found through script,https://github.com/jenkinsci/workflow-cps-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,Y,,changleog,Y,security mention adviosry link,Security notice; Advisory reference,N,N,,,
SNYK-JAVA-ORGKEYCLOAK-569079,Improper Certificate Validation,Maven,org.keycloak:keycloak-services,10.0.0,https://github.com/keycloak/keycloak,not found through script,"https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-core,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-util,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/history,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/com.weba",https://snyk.io/vuln/SNYK-JAVA-ORGKEYCLOAK-569079,Y,https://www.keycloak.org/docs/latest/release_notes/index.html#keycloak-10-0-0,homepage announcement,N,,,N,N,,,
SNYK-JAVA-ORGMEMBRANESOA-1015413,Directory Traversal,Maven,org.membrane-soa:service-proxy-core,4.7.3,https://github.com/membrane/service-proxy,https://github.com/membrane/service-proxy/releases/tag/v4.7.3,https://github.com/membrane/service-proxy/blob/master/distribution/router/CHANGELOG.txt,https://snyk.io/vuln/SNYK-JAVA-ORGMEMBRANESOA-1015413,Y,,github release note,Y,security mention; component; PR,Security notice; Fix reference; Affected component listed,Y,N,,,
SNYK-JAVA-ORGRED5-32097,Deserialization of Untrusted Data,Maven,org.red5:red5-server,1.0.8,https://github.com/Red5/red5-server.git,not found through script,https://github.com/Red5/red5-server/blob/masterngelog.txt,https://snyk.io/vuln/SNYK-JAVA-ORGRED5-32097,N,,,,,,,,,,
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.1.5.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,N,,,,,,,,,,
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.2.4.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,N,,,,,,,,,,
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,5.0.3.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARS-449947,Cross-site Scripting (XSS),Maven,org.webjars:swagger-ui,3.0.14,https://github.com/webjars/swagger-ui,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-449947,Y,,github release note,N,,,Y,N,,,
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,3.0.7,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,4.0.14,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,4.1.2,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARS-480320,Regular Expression Denial of Service (ReDoS),Maven,org.webjars:vue,2.5.14,https://github.com/webjars/vue,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-480320,Y,,github release note,Y,commit log ,Fix reference,Y,N,,,
SNYK-JAVA-ORGWEBJARSBOWERGITHUBBROCKPETRIE-538936,Outdated Static Dependency,Maven,org.webjars.bowergithub.brockpetrie:vue-moment,4.1.0,https://github.com/brockpetrie/vue-moment,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBBROCKPETRIE-538936,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARSBOWERGITHUBCURE53-1035546,Cross-site Scripting (XSS),Maven,org.webjars.bowergithub.cure53:dompurify,2.2.6,https://github.com/cure53/DOMPurify,https://github.com/cure53/DOMPurify/releases/tag/2.2.6,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBCURE53-1035546,Y,,github release note,Y,summary fix,Fix referenced,N,N,,,
SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,Arbitrary Code Execution,Maven,org.webjars.bowergithub.nodeca:js-yaml,3.13.1,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,Y,,changelog ,Y,security header; PR,Security notice; Fix referenced,N,N,,,
SNYK-JAVA-ORGWEBJARSBOWERGITHUBVUEJS-480323,Regular Expression Denial of Service (ReDoS),Maven,org.webjars.bowergithub.vuejs:vue,2.5.14,https://github.com/vuejs/vue,https://github.com/vuejs/vue/releases/tag/v2.5.14,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBVUEJS-480323,Y,,github release note,Y,commit log,Fix referenced,Y,N,,,
SNYK-JAVA-ORGWEBJARSNPM-479533,Cross-site Scripting (XSS),Maven,org.webjars.npm:buefy,0.7.2,https://github.com/buefy/buefy,https://github.com/buefy/buefy/releases/tag/v0.7.2,https://github.com/buefy/buefy/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479533,Y,,changelog ,N,,,Y,N,,,
SNYK-JAVA-ORGWEBJARSNPM-479829,Denial of Service (DoS),Maven,org.webjars.npm:js-yaml,3.13.0,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479829,Y,,changelog ,Y,sec header; PR; function,Security notice; Fix reference; Affected component listed,N,N,,,
SNYK-JAVA-ORGWEBJARSNPM-479883,Prototype Pollution,Maven,org.webjars.npm:lodash.merge,4.6.2,https://github.com/lodash/lodash,not found through script,https://github.com/lodash/lodash/blob/master/CHANGELOG,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479883,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARSNPM-479972,Arbitrary Code Execution,Maven,org.webjars.npm:mathjs,3.10.3,https://github.com/josdejong/mathjs,not found through script,https://github.com/josdejong/mathjs/blob/master/HISTORY.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479972,Y,,changelog,Y,sec fix,Security notice,N,N,,,
SNYK-JAVA-ORGWEBJARSNPM-479987,Denial of Service (DoS),Maven,org.webjars.npm:mem,4.0.0,https://github.com/sindresorhus/mem,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479987,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARSNPM-480021,Arbitrary Code Injection,Maven,org.webjars.npm:morgan,1.9.1,https://github.com/expressjs/morgan,https://github.com/expressjs/morgan/releases/tag/1.9.1,https://github.com/expressjs/morgan/blob/master/HISTORY.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480021,Y,,changelog,Y,commit log,Fix reference,Y,N,,,
SNYK-JAVA-ORGWEBJARSNPM-480114,Prototype Override,Maven,org.webjars.npm:querystringify,2.0.0,https://github.com/unshiftio/querystringify,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480114,N,,,,,,,,,,
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.0.1,https://github.com/facebook/react,not found through script,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,Y,,changelog,Y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,N,N,,,
